title,label
If Disney Voices Looked Like Their Characters,clickbait
This Color Test Will Determine Your Guilty Pleasure,clickbait
At Least 14 Dead in Montana Crash,not-clickbait
Katy Perry's Pan Flute Performance Will Have You Crying Tears Of Laughter,clickbait
This Crossword Is For Lovers Of Basketball And In-N-Out Burgers,clickbait
"32 Photos Of The ""Jane The Virgin"" Cast Hanging Out In Real Life",clickbait
Bill Changing Credit Card Rules Is Sent to Obama With Gun Measure Included,not-clickbait
Nations Near Arctic Declare Polar Bears Threatened by Climate Change,not-clickbait
Alan Turing Building opens at University of Manchester,not-clickbait
"Man in Florida, USA, arrested for using 911 to complain about fast food",not-clickbait
It's The Moment You've Been Waiting For: 100 Years Of Hamster Beauty In 60 Seconds,clickbait
19 Secrets People Who Love Dating Will Never Tell You,clickbait
34 Amazing Ways To Use Your Halloween Candy,clickbait
Regional council fights to keep sustainable growth on Australian Sunshine Coast,not-clickbait
"At an Age for Music and Dreams, Real Life Intrudes",not-clickbait
How Do You Spell Br*nd*n Fr***r's Name,clickbait
New Zealand political party asks for names of schools under NZQA investigation,not-clickbait
Watch These Two Men In Jetpacks Fly Alongside A Jumbo Jet,clickbait
How Many Iconic '00s Films Have You Seen,clickbait
Judd Gregg withdraws as US Commerce Secretary nominee,not-clickbait
Netscape Navigator support ceases today,not-clickbait
Solar-powered plane completes 26-hour flight,not-clickbait
Rwandan army officer sentenced to 25 years for genocide,not-clickbait
Soyuz TMA-15 launches crew to International Space Station,not-clickbait
Netanyahu to Form New Israel Government,not-clickbait
Can You Make It Through 27 Hilarious Photos of Michael Scott Saying The Absolute Wrong Thing Without Laughing,clickbait
Mexican Billionaire Invests in The New York Times Company,not-clickbait
French Officials Vow to Shut Down Migrant Camp in Calais,not-clickbait
What Small Things Frustrate You More Than Anything,clickbait
15 Songs You Loved (But Forgot About) From 10 Years Ago,clickbait
You Will Actually Die From How Mind-Blowing The New Circle K Logo Is,clickbait
A Woman Explains Her Struggle With Mental Illness Using The Pills She Was Prescribed,clickbait
27 Gifts For People Who Are So Done With Work,clickbait
"How Well Do You Know ""Portlandia""",clickbait
"Here's What Lady Gaga's Next Album Should Sound Like, According To Her Little Monsters",clickbait
Thai Prime Minister dissolves parliament and calls elections,not-clickbait
This Simple Test Will Reveal Your Dominant Emotion,clickbait
Ellen DeGeneres And North West Brushing My Little Pony's Hair Is Just Adorable,clickbait
15 Resolutions To Make Good On In 2016,clickbait
15 Reasons You Need Cheese In Your Life,clickbait
Rice pushes for fresh nuclear talks with North Korea,not-clickbait
What's The Most Profound Quote About Death,clickbait
Class of 9/11 graduates West Point,not-clickbait
Community forum held after attacks on Mormon teens in Arizona,not-clickbait
The Complete Evolution Of Donald Trump's Hair,clickbait
NYC Transit asks members to ratify new contracts,not-clickbait
Violence erupts in Guadeloupe after labor dispute,not-clickbait
Mars orbiter finds widespread evidence of water-bearing minerals,not-clickbait
Marijuana Smoke on California Cancer List,not-clickbait
16 Siblings Who Had The Last Laugh,clickbait
Landslide causes train derailment in Italy; nine dead,not-clickbait
We Know What Season You Were Born In Based On Random Questions,clickbait
What's The Best Life Advice You Ever Got From Your Grandma,clickbait
I Tried Living Like Ina Garten For A Week To Become A Better Spouse,clickbait
This 7-Picture Test Will Determine What Type Of Harry Potter Fan You Are,clickbait
Trader Joe's Parking,clickbait
24 Pictures That Will Make You Lose Faith In The Education System,clickbait
Can You Guess The Lana Del Rey Music Video From The Screenshot,clickbait
Celtic defeat Aberdeen 9-0,not-clickbait
"Poland: Around 100,000 people attend public memorial for victims of plane crash",not-clickbait
When You Don't Know if She's A Lesbian Or Hipster,clickbait
St. Vincent Says She Designed A Guitar With Room For Boobs,clickbait
This One Question Will Tell You If You're A Real Woman,clickbait
Police Station Bombed in Tibetan Area of China,not-clickbait
Canadians may elect Senate,not-clickbait
What's The Best Group Halloween Costume You've Ever Had,clickbait
18 Insane Acne Transformations That Prove The Power Of Makeup,clickbait
Deficit at U.S. Pension Agency Tops $33 Billion,not-clickbait
Assassin of Turkish-Armenian journalist 'treated as national hero',not-clickbait
Man allowed to keep deceased friend in warehouse freezer,not-clickbait
Which Bachelor Or Bachelorette Is Your True Love Based On Your Zodiac,clickbait
24 Orange Cats Just Being Their Adorable Selves,clickbait
New Zealand dollar hits new high versus the United States dollar,not-clickbait
How Intuitive Are You Really,clickbait
"How Well Do You Remember ""30 Rock""",clickbait
Which Sex Toy Matches Your Personality,clickbait
Funeral of Pope John Paul II will be Friday 8 April at 10.00,not-clickbait
Court sentences eight to death in Sudan over Omdurman rebel attack,not-clickbait
Obama Telephones Afghan President,not-clickbait
25 Situations That Only Serious Germophobes Can Relate To,clickbait
US Senator Ted Kennedy collapses during inaugural luncheon,not-clickbait
EU to give 280 million euro in aid to dairy farmers,not-clickbait
"Trump criticizes media bias towards Obama, especially during UK state visit",not-clickbait
23 T-Shirts That Are Guaranteed To Impress Any Cat Person,clickbait
21 Things You'll Just Get If You're Vain AF,clickbait
Islamic political party seeks registration in Australia,not-clickbait
This Is The Most Unbelievably Simple And Unbelievably Gross Prank You'll Ever See,clickbait
International conference agrees on plan for Yemen's terror problem,not-clickbait
Ethiopia plans to expand country's Internet access,not-clickbait
Orioles' Palmeiro gets mixed baseball fan greeting,not-clickbait
"Prosecutors Appeal Ruling, Delaying Bonds Trial",not-clickbait
15 Smart Dollar Store Ideas To Declutter Your Kitchen,clickbait
How Well Do You Know HBO Shows,clickbait
A Hawaii Ferry Ends Its Choppy Ride,not-clickbait
Standoffs remain after Mumbai attacks,not-clickbait
Ancient prayer book found in Irish bog,not-clickbait
How Well Can You Really Match Colors,clickbait
"Iraq Arrests 2 Sunni Leaders, Raising Fears of Violence",not-clickbait
15 Things That Happen When You Watch Too Many Crime Shows,clickbait
6.8 earthquake rocks northeastern coast of Papua New Guinea,not-clickbait
India and China to discuss energy: cooperation or competition?,not-clickbait
Taco Bell mascot Gidget dies from stroke at 15,not-clickbait
24 Asshole Cats Who Don't Give A Fuck About Your Feelings,clickbait
Blake Lively And Ryan Reynolds Fell In Love On A Double Date With Other People,clickbait
Jack Black Tried Halloween Pinterest Hacks And Became A Master Pinner,clickbait
19 Intimate Confessions From Couples Who Feel Pressure To Get Married,clickbait
41 Things That Every Indian Finds Mildly Thrilling,clickbait
Four NBA players suspended indefinitely for brawl,not-clickbait
Your Horoscope For The Week Of November 30,clickbait
Ethiopians Withdraw From Key Bases,not-clickbait
41 Devastatingly British Things That Happened In 2015,clickbait
"If ""Mean Girls"" Were About Nuns",clickbait
Suspect in Ponzi Scheme Surrenders on Long Island,not-clickbait
13 Awkward Moments That Happen When You Get Braces,clickbait
Coleman appeals Franken victory in Minnesota Senate race,not-clickbait
Getting Mosquitoes to Spread Poison to Their Own Larvae,not-clickbait
12 Struggles Everyone Who Has A  Common Last Name Can Relate To,clickbait
Police may have killed some of the eight tourist victims in Philippines hostage crisis,not-clickbait
The 21 Most Brooklyn Things That Have Ever Happened,clickbait
6 Easy Ways To Make Your Home Look So Much Better,clickbait
9 Things You Never Knew About The Fabulous Angela Bassett,clickbait
Up to one-half of Somali food aid diverted from needy,not-clickbait
15 Beloved TV Shows We Said Goodbye To In 2015,clickbait
"Chula Vista, California becomes model for blight control laws in the US",not-clickbait
"Davao City, Philippines militant leaders declare victory",not-clickbait
Jacob Tremblay's Dad Is Dad AF,clickbait
Sotomayor Leaves Passion Behind,not-clickbait
Ayesha Curry Has Sparked A Debate About How Women Dress,clickbait
Australia's New South Wales Fire Brigades in crisis over bullying,not-clickbait
Can You Solve These Logic Riddles,clickbait
"The Hardest ""10 Things I Hate About You"" Quiz You'll Ever Take",clickbait
"A Harrowing Date on the Hudson River, Averted",not-clickbait
George W. Bush endorses John McCain for US Presidency,not-clickbait
Cobbled Effort Seeks to Fill Food Safety Vacuum,not-clickbait
"After 5 Months, China to Try Would-Be Protester",not-clickbait
19 Reasons Why No One Should Ever Play Video Games On A PC,clickbait
21 Thirstiest Men Of 2015,clickbait
What Type Of Person Should You Marry Based On Your Food Preferences,clickbait
USL football: Djekanovic to Whitecaps; O'Brien to Earthquakes,not-clickbait
19 Things Only Bridal Stylists Will Understand,clickbait
2nd Custody Hearing Is Canceled as Jackson Relatives Hold Talks,not-clickbait
The Diverse World Of London As Seen Through Bus Windows,clickbait
"Riot at Sydney, Australia's Villawood Detention Centre continues",not-clickbait
Fisher Ready to Give Up Open to Support Wife,not-clickbait
How Well Do You Know These Viral Vines,clickbait
Which Nutella Dessert Are You Based On Your Birth Month,clickbait
"Two killed, one seriously injured in crash in Lancashire, England",not-clickbait
Scottish judge criticises medical care of murdered baby,not-clickbait
If Twentysomethings Solved Their Problems Like Video Game Characters,clickbait
Civil unrest in Iranian cities after Ahmadinejad declares victory,not-clickbait
"Made Dizzy by the Zloty, Poland Looks to the Predictable Euro",not-clickbait
Volcanic bulge found in Oregon,not-clickbait
Tell Us About A Time You Really Fucked Up,clickbait
"Californian Says Father Was Zodiac Killer (and She Played a Role, Too)",not-clickbait
"Protests in Ecuador kill one, injure 49",not-clickbait
"Are You More Kate Or Maura From ""Sisters""",clickbait
"120 ""AHS"" Quotes For When You Need An Instagram Caption",clickbait
How Was Your 2015 According To Your Zodiac Sign,clickbait
This Phone Is For Everyone Who Always Runs Out Of Space,clickbait
15 Things You Really Shouldn't Say To Trans People,clickbait
21 Times Chris Pratt Was Too Good For This World,clickbait
17 Stunning Women Who Gave Us Hair Envy In 2015,clickbait
Crash Investigators Find Faulty Track Circuitry,not-clickbait
Is There Any Disney Prince Hotter Than Aladdin,clickbait
21 Videos Of Eggs That Are Actually Porn,clickbait
The Zodiac Signs As Bagels,clickbait
A Shortcut To Hogwarts Has Been Spotted In Montreal,clickbait
Several Firms Interested in Barclays Unit,not-clickbait
The Latest Precocious Teenager Loses,not-clickbait
Web Start-Ups Look Beyond Ads for Revenue,not-clickbait
Libyan Leader Qaddafi Visits Italy,not-clickbait
Controversial Judge Priscilla Owen approved for seat on the 5th U.S. Circuit Court,not-clickbait
Abdelbaset Ali al-Megrahi moves to drop Lockerbie bombing appeal,not-clickbait
Caitlyn Jenner Says Her Favorite Holiday Tradition Is Kris's Christmas Eve Bash,clickbait
Billy Corgan Named His Son Augustus Juppiter,clickbait
"Clarence Clemons, Springsteen’s E Street Band sax player, dies at 69",not-clickbait
Bush Administration changes official position on legitimacy of Qur'an desecration allegations,not-clickbait
What Do You Think Is The Meaning Of Life,clickbait
15 Images That Prove Britney Spears Is The Queen Of Target,clickbait
US unemployment rate surpasses 10%,not-clickbait
Google formally submits bid to provide free WiFi in San Francisco,not-clickbait
"The ""Star Wars"" Cast Recorded An A Cappella Version Of The Famous Theme",clickbait
The Only Way You Should Be Making Your Morning Waffles,clickbait
Watch These People Find Their Official Myers-Briggs Type,clickbait
23 Yahoo Questions That Will Destroy Your Faith In Humanity,clickbait
"On Gun Cases, Other Judges Support Sotomayor",not-clickbait
"Under New Rules, Winning Is All in the Mind",not-clickbait
Stabilized forest fires in Greece intensify again; 2 arrested,not-clickbait
I Went To The Sylvester Stallone Memorabilia Preview And Asked To Smell Rocky's Gloves,clickbait
15 Super Bowl Snacks Worth Feasting On,clickbait
"These 4 Questions Will Determine If You Could Win ""Survivor""",clickbait
US presidential candidate Barack Obama's lead increases after Democratic National Convention,not-clickbait
Clinton Says U.S. Is Ready to Lead on Climate,not-clickbait
Do You Know These Disney Films Based On Just Three Words,clickbait
UN calls on international community to increase aid for Iraqi refugees,not-clickbait
Top-Ranked Men and Women Focused on Australian Open Title,not-clickbait
Memorial service held for model found dead in Missouri mansion,not-clickbait
Which Zodiac Sign Are You Most Compatible With,clickbait
Destroyed Kelso High School to be rebuilt,not-clickbait
Plans set in motion for the removal of Bob Barr as the Libertarian Party's U.S. presidential nominee,not-clickbait
What Disney Gift Should You Get The Disney Fan In Your Life,clickbait
"U.S. Looks at Dropping a Condition for Iran Nuclear Talks, Officials Say",not-clickbait
"Multiple explosions in Russian coal mine, eleven dead",not-clickbait
European Papers Find Creative Ways to Thrive,not-clickbait
Papadopoulos eliminated in Cypriot election,not-clickbait
